date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:37:41	272/272	---M--	302	error ('Found')	text/html	date:Thu,%2006%20Apr%202023%2019:07:42%20GMT	http://cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/fonts/modules/base/modules.eot	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/fonts/modules/base/modules.6.delayed	(from https://cds.iitgn.ac.in/)
00:37:42	6400/6400	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2029%20Sep%202022%2005:01:58%20GMT	https://cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/fonts/modules/base/modules.eot	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/fonts/modules/base/modules.eot	(from https://cds.iitgn.ac.in/)
00:37:43	2705/2705	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:07:42%20GMT	https://cds.iitgn.ac.in/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/wp/v2/pages/9.json	(from https://cds.iitgn.ac.in/)
00:37:44	192183/192183	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:07:43%20GMT	https://cds.iitgn.ac.in/wp-json/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/index.html	(from https://cds.iitgn.ac.in/)
00:37:44	804/804	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Apr%202023%2019:07:44%20GMT	https://cds.iitgn.ac.in/xmlrpc.php?rsd	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/xmlrpc0db0.php	(from https://cds.iitgn.ac.in/)
00:37:44	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://cds.iitgn.ac.in/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-includes/wlwmanifest.xml	(from https://cds.iitgn.ac.in/)
00:37:46	2313/2313	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:07:45%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2F	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed8cb7.json	(from https://cds.iitgn.ac.in/)
00:37:47	2385/2385	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Apr%202023%2019:07:46%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2F&format=xml	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed216a	(from https://cds.iitgn.ac.in/)
00:37:47	1075/1075	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2013:21:32%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-32x32.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-32x32.jpg	(from https://cds.iitgn.ac.in/)
00:37:48	7748/7748	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2013:21:32%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-192x192.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-192x192.jpg	(from https://cds.iitgn.ac.in/)
00:37:48	7199/7199	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202022%2013:21:32%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-180x180.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/09/cropped-CDS-Logo-scaled-1-180x180.jpg	(from https://cds.iitgn.ac.in/)
00:37:48	249/249	---M--	302	error ('Found')	text/html	date:Thu,%2006%20Apr%202023%2019:07:49%20GMT	http://cds.iitgn.ac.in/wp-content/uploads/2022/09/CDS-Logo-2.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/09/CDS-Logo-2.10.delayed	(from https://cds.iitgn.ac.in/)
00:37:49	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:07:50%20GMT	http://sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2021/01/imag2.jpg	C:/My%20Web%20Sites/CDS/sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2021/01/imag2.12.delayed	(from https://cds.iitgn.ac.in/)
00:37:50	71188/71188	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Sep%202022%2005:19:48%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/09/CDS-Logo-2.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/09/CDS-Logo-2.jpg	(from https://cds.iitgn.ac.in/)
00:37:51	88932/88932	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Sep%202022%2005:00:57%20GMT	https://cds.iitgn.ac.in/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-includes/css/dist/block-library/style.min1eb7.css	(from https://cds.iitgn.ac.in/)
00:37:51	156248/156248	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:50%20GMT	https://cds.iitgn.ac.in/about-us/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/about-us/index.html	(from https://cds.iitgn.ac.in/)
00:37:53	89521/89521	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:00:57%20GMT	https://cds.iitgn.ac.in/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-includes/js/jquery/jquery.minaf6c.js	(from https://cds.iitgn.ac.in/)
00:37:53	155052/155052	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:51%20GMT	https://cds.iitgn.ac.in/why-to-recruit/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/why-to-recruit/index.html	(from https://cds.iitgn.ac.in/)
00:37:53	152935/152935	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:51%20GMT	https://cds.iitgn.ac.in/cds-brochure-4/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/cds-brochure-4/index.html	(from https://cds.iitgn.ac.in/)
00:37:54	11224/11224	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Jan%202021%2006:41:15%20GMT	https://cds.iitgn.ac.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://cds.iitgn.ac.in/)
00:37:54	149298/149298	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:52%20GMT	https://cds.iitgn.ac.in/what-we-have/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/what-we-have/index.html	(from https://cds.iitgn.ac.in/)
00:37:56	143236/143236	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/js/swiper-bundle.min.js?ver=2.4.12	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/js/swiper-bundle.min18f6.js	(from https://cds.iitgn.ac.in/)
00:37:56	150760/150760	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:54%20GMT	https://cds.iitgn.ac.in/demography-of-students/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/demography-of-students/index.html	(from https://cds.iitgn.ac.in/)
00:37:56	151496/151496	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:54%20GMT	https://cds.iitgn.ac.in/how-to-recruit/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/how-to-recruit/index.html	(from https://cds.iitgn.ac.in/)
00:37:56	151048/151048	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:54%20GMT	https://cds.iitgn.ac.in/recruitment-policy/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/recruitment-policy/index.html	(from https://cds.iitgn.ac.in/)
00:37:57	1556/1556	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/js/wp-carousel-free-public.min.js?ver=2.4.12	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/js/wp-carousel-free-public.min18f6.js	(from https://cds.iitgn.ac.in/)
00:37:58	274008/274008	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:01:58%20GMT	https://cds.iitgn.ac.in/wp-content/themes/Divi/js/scripts.min.js?ver=4.18.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/themes/Divi/js/scripts.min8686.js	(from https://cds.iitgn.ac.in/)
00:37:58	148480/148480	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:57%20GMT	https://cds.iitgn.ac.in/job-announcement-form-jaf/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/job-announcement-form-jaf/index.html	(from https://cds.iitgn.ac.in/)
00:37:58	657/657	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202019%2004:40:50%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/divi-100-back-to-top/assets/js/scripts.js?ver=20160602	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/divi-100-back-to-top/assets/js/scriptseb35.js	(from https://cds.iitgn.ac.in/)
00:37:59	148479/148479	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:57%20GMT	https://cds.iitgn.ac.in/internship-announcement-form/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/internship-announcement-form/index.html	(from https://cds.iitgn.ac.in/)
00:37:59	153083/153083	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:57%20GMT	https://cds.iitgn.ac.in/timeline-for-the-process/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/timeline-for-the-process/index.html	(from https://cds.iitgn.ac.in/)
00:37:59	1343/1343	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:01:58%20GMT	https://cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/js/common.js?ver=4.18.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/themes/Divi/core/admin/js/common8686.js	(from https://cds.iitgn.ac.in/)
00:38:25	199762/199762	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:08:00%20GMT	https://cds.iitgn.ac.in/1572-2/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/1572-2/index.html	(from https://cds.iitgn.ac.in/)
00:38:32	224340/224340	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:59%20GMT	https://cds.iitgn.ac.in/2225-2/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/2225-2/index.html	(from https://cds.iitgn.ac.in/)
00:38:39	205663/205663	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:07:59%20GMT	https://cds.iitgn.ac.in/2438-2/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/2438-2/index.html	(from https://cds.iitgn.ac.in/)
00:38:39	148521/148521	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:08:00%20GMT	https://cds.iitgn.ac.in/share-job-opportunity-with-alumni/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/share-job-opportunity-with-alumni/index.html	(from https://cds.iitgn.ac.in/)
00:38:39	171611/171611	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:08:34%20GMT	https://cds.iitgn.ac.in/faqs/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/faqs/index.html	(from https://cds.iitgn.ac.in/)
00:38:39	246803/246803	---MC-	200	added ('OK')	text/html	date:Thu,%2006%20Apr%202023%2019:08:27%20GMT	https://cds.iitgn.ac.in/contact-us/	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/contact-us/index.html	(from https://cds.iitgn.ac.in/)
00:38:41	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont3e6e.eot	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:42	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont3e6e.woff2	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:42	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfontd41d.eot	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:43	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont3e6e.woff	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:43	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont3e6e.ttf	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:44	9910/9910	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2019:07:51%20GMT	https://cds.iitgn.ac.in/wp-content/et-cache/324/et-divi-dynamic-324.css?ver=1680808071	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/et-cache/324/et-divi-dynamic-3244fc0.css	(from https://cds.iitgn.ac.in/about-us/)
00:38:44	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Sep%202022%2005:01:33%20GMT	https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/fonts/fontawesome-webfont3e6e.svg	(from https://cds.iitgn.ac.in/wp-content/plugins/wp-carousel-free/public/css/font-awesome.min.css?ver=2.4.12)
00:38:45	17535/17535	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:44%20GMT	https://cds.iitgn.ac.in/wp-json/wp/v2/pages/324	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/wp/v2/pages/324.json	(from https://cds.iitgn.ac.in/about-us/)
00:38:46	2345/2345	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:46%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fabout-us%2F	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embedeb91.json	(from https://cds.iitgn.ac.in/about-us/)
00:38:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:08:46%20GMT	https://cds.iitgn.ac.in/?p=324	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/indexf47a.html	(from https://cds.iitgn.ac.in/about-us/)
00:38:48	2415/2415	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Apr%202023%2019:08:47%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embede7f2	(from https://cds.iitgn.ac.in/about-us/)
00:38:48	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:08:49%20GMT	http://sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2020/06/vlcsnap-2019-10-18-10h35m18s384.jpg	C:/My%20Web%20Sites/CDS/sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2020/06/vlcsnap-2019-10-18-10h35m18s384.25.delayed	(from https://cds.iitgn.ac.in/about-us/)
00:38:48	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:08:49%20GMT	http://sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2020/06/IMG_1917.jpg	C:/My%20Web%20Sites/CDS/sites.iitgn.ac.in/cds/wpcds/wp-content/uploads/2020/06/IMG_1917.jpg	(from https://cds.iitgn.ac.in/about-us/)
00:38:49	244/244	---M--	302	error ('Found')	text/html	date:Thu,%2006%20Apr%202023%2019:08:49%20GMT	http://cds.iitgn.ac.in/wp-content/uploads/2022/04/ASF-1.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/04/ASF-1.27.delayed	(from https://cds.iitgn.ac.in/about-us/)
00:38:50	3349/3349	---M--	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2005:01:58%20GMT	https://cds.iitgn.ac.in/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.18.0	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids8686.js	(from https://cds.iitgn.ac.in/about-us/)
00:38:50	128087/128087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Apr%202022%2007:52:36%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/04/ASF-1.jpg	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/04/ASF-1.jpg	(from https://cds.iitgn.ac.in/about-us/)
00:38:51	3512/3512	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:50%20GMT	https://cds.iitgn.ac.in/wp-json/wp/v2/pages/1291	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/wp/v2/pages/1291.json	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:52	2369/2369	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:52%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fcds-brochure-4%2F	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed748c.json	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:08:52%20GMT	https://cds.iitgn.ac.in/?p=1291	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/index3c2a.html	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:55	281/281	---M--	302	error ('Found')	text/html	date:Thu,%2006%20Apr%202023%2019:08:55%20GMT	http://cds.iitgn.ac.in/wp-content/uploads/2022/06/A-Invitation-for-Recruitment-Drive-2022-23.png	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/06/A-Invitation-for-Recruitment-Drive-2022-23.2d.delayed	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:55	2439/2439	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Apr%202023%2019:08:54%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fcds-brochure-4%2F&format=xml	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed1839	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:57	4857/4857	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:56%20GMT	https://cds.iitgn.ac.in/wp-json/wp/v2/pages/1310	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/wp/v2/pages/1310.json	(from https://cds.iitgn.ac.in/why-to-recruit/)
00:38:57	1470202/1470202	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2011:57:25%20GMT	https://cds.iitgn.ac.in/wp-content/uploads/2022/06/A-Invitation-for-Recruitment-Drive-2022-23.png	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-content/uploads/2022/06/A-Invitation-for-Recruitment-Drive-2022-23.png	(from https://cds.iitgn.ac.in/cds-brochure-4/)
00:38:59	2381/2381	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:08:58%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fwhy-to-recruit%2F	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed5182.json	(from https://cds.iitgn.ac.in/why-to-recruit/)
00:38:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2019:08:58%20GMT	https://cds.iitgn.ac.in/?p=1310	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/index62d8.html	(from https://cds.iitgn.ac.in/why-to-recruit/)
00:39:00	2451/2451	---MC-	200	added ('OK')	text/xml	date:Thu,%2006%20Apr%202023%2019:08:59%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fwhy-to-recruit%2F&format=xml	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed679e	(from https://cds.iitgn.ac.in/why-to-recruit/)
00:39:01	4455/4455	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:09:01%20GMT	https://cds.iitgn.ac.in/wp-json/wp/v2/pages/1319	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/wp/v2/pages/1319.json	(from https://cds.iitgn.ac.in/what-we-have/)
00:39:03	2371/2371	---MC-	200	added ('OK')	application/json	date:Thu,%2006%20Apr%202023%2019:09:02%20GMT	https://cds.iitgn.ac.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcds.iitgn.ac.in%2Fwhat-we-have%2F	C:/My%20Web%20Sites/CDS/cds.iitgn.ac.in/wp-json/oembed/1.0/embed1a69.json	(from https://cds.iitgn.ac.in/what-we-have/)
